GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
202011615,2020-12-27T13:00:00,1,2020,16,JAX,CHI,HOME,22,54,58,TIAA Bank Field,Grass,71,63,7,61.4,12.4,3,7,0,7,0,35,0,27:00:00,18,5,13,2,71,364,8.9,3,21,99,8.2,0,48,31,265,3,3,9.4,11.1,84.8,97.3,16,9,54.5,0,0,0,2,0,0,0,0,13,150,0,0,2,10,10,7,0,10,355,59.2,3,2,-1,7,6,21,7,0,43,0,33:00:00,37,10,24,3,91,511,9.6,9,43,167,6.7,5,47,31,343,3,2,12.5,14.4,87.1,124.1,16,10,65.3,3,3,130.6,10,7,0,0,54,7,52,0,0,2,3,7,3,0,5,174,57.9,2,3,2,0,0,3,3,0,15.8,21.2,2.6,87.1,0,-3,-3,0,16.3,13.7,4.6,7,7,5,0,0,3,3,0,0,0,0,0,2,2,0,0,0,9,145,2,0,12,7,3,0,0,9,9,0,0,0,0,0,3,3,0,5,33,2,29,3,21,63,17,2,3,3,3,0,0,0,0,0,0,0,0,39,0,0,0,0,0,40,29,2,10,12,0,0,0,0,0,0,0,17,0,29,0,0,0,0,0,TRUE,Jaguars,Sunday,50,48,993002259,0,0,15,6,2020-12-27T00:00:00,2020-12-27T13:00:00,17496,15,6,17496
202011616,2020-12-27T13:00:00,1,2020,16,KC,ATL,HOME,22,18,31,Arrowhead Stadium,Grass,55,37,17,70.5,-14.4,0,7,0,10,0,34,63,26:48:00,30,12,18,0,86,516,10.2,3,27,153,9.6,0,59,31,363,3,3,10.6,15.1,69.6,89.5,17,9,50.3,3,2,65.3,3,2,0,0,46,10,54,0,0,0,0,16,10,0,7,215,53.8,3,2,-1,0,7,0,7,0,43,16,33:12:00,30,7,22,3,81,479,10.1,3,30,118,6.7,0,46,35,362,3,0,10.3,13.5,100.7,154.6,16,10,65.3,0,0,0,3,3,0,0,67,12,59,2,2,7,30,9,2,0,9,290,58,2,3,2,65.3,0,12,9,7,34.1,40.2,0,130.6,0,-9,-7,-5,8.2,14.5,13.5,7,7,7,0,0,3,3,0,0,0,0,0,2,2,0,7,26,2,27,0,0,5,3,3,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,3,67,64,7,7,30,2,7,2,20,0,0,0,0,14,0,27,0,0,0,0,0,52,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,Chiefs,Sunday,59,51,993002267,0,0,16,2,2020-12-27T00:00:00,2020-12-27T13:00:00,17493,16,2,17493
202011629,2020-12-27T16:05:00,1,2020,16,LAC,DEN,HOME,25,21,35,SoFi Stadium,Artificial,76,61,9,62,-2.6,3,10,0,6,0,34,67,26:51:00,21,5,16,2,72,413,9.7,2,26,116,7.5,0,43,27,296,2,0,11.8,14.1,83.1,122.6,16,5,32.6,2,2,130.6,7,2,0,0,12,10,59,0,0,3,34,12,3,0,7,252,62.9,0,3,3,0,0,3,13,0,43,12,33:09:00,30,10,20,0,101,517,8.7,2,37,174,8.2,2,61,31,343,0,3,9.6,14.4,66.7,65.6,22,12,53.8,3,3,130.6,7,2,0,0,60,10,57,0,0,3,2,10,9,0,5,162,53.9,3,0,-3,32.6,0,2,-4,0,12.1,18.7,5.7,32.6,0,-1,5,0,32.6,22.3,7,10,7,2,0,0,2,2,0,0,0,0,0,7,7,0,0,0,5,140,3,12,9,7,3,0,0,2,2,0,0,0,0,0,7,5,0,5,60,9,145,0,0,61,46,3,2,9,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,54,20,3,34,7,2,0,0,0,0,0,0,27,0,37,0,0,0,0,0,TRUE,Chargers,Sunday,46,64,993002271,0,0,29,10,2020-12-27T00:00:00,2020-12-27T16:05:00,17492,29,10,17492
202011630,2020-12-27T16:25:00,1,2020,16,LAR,SEA,AWAY,12,26,29,Lumen Field,Artificial,55,35,5,62,2.6,3,3,0,3,0,42,65,32:50:00,26,7,20,2,98,436,7.7,0,38,154,7,0,56,31,282,0,2,8.5,11.8,72.9,78.2,25,12,61.9,3,0,0,3,0,0,0,14,9,59,0,0,5,24,10,9,0,7,221,55.1,2,0,-1,0,6,7,7,0,35,13,27:10:00,20,9,13,0,80,381,8.2,3,31,124,6.8,2,42,26,257,2,0,10.6,12.8,81.6,117.8,22,10,61.5,0,0,0,5,3,0,0,48,9,40,0,0,9,37,12,12,0,9,317,63.5,0,2,2,0,0,-1,-3,3,27.2,28.2,6.5,87.1,0,2,3,-3,31.5,25.6,17.6,7,5,3,0,0,0,0,0,0,0,0,0,5,5,0,5,14,5,81,0,0,9,7,3,0,0,3,3,0,0,0,0,0,3,3,0,2,16,3,71,2,33,50,37,9,37,5,0,0,0,0,0,0,0,12,0,34,0,0,0,0,0,63,35,5,24,12,2,0,0,0,0,0,0,16,0,37,0,0,0,0,0,TRUE,Rams,Sunday,60,48,993002276,0,0,32,30,2020-12-27T00:00:00,2020-12-27T16:25:00,17499,32,30,17499
202011625,2020-12-26T20:15:00,1,2020,16,LV,MIA,HOME,33,34,51,Allegiant Stadium,Grass,56,37,2,64.6,2.6,7,6,3,9,0,34,77,26:59:00,30,9,20,5,80,546,11.8,3,31,136,7.3,2,44,27,410,2,0,12,19.6,80.7,133,13,0,0,3,2,65.3,7,2,0,0,80,7,52,2,2,5,29,10,10,0,7,219,54.9,2,0,-1,3,3,7,13,0,43,2,33:01:00,24,10,13,3,82,500,10.4,3,33,170,8.9,0,46,34,330,3,0,12.3,12.7,97,147.8,20,9,43.5,3,3,130.6,7,2,0,0,12,9,99,0,0,5,30,7,10,0,9,304,60.9,0,2,2,32.6,0,3,3,0,41.8,20.6,8.1,32.6,0,-3,-3,0,32.6,14.1,10.3,12,12,12,0,0,3,2,0,0,0,0,0,7,7,0,9,80,2,5,0,0,12,10,10,0,0,3,3,0,0,0,0,0,7,7,0,2,12,0,0,0,0,56,25,5,30,3,0,0,0,0,0,0,0,42,0,5,0,0,0,0,0,56,22,5,29,5,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,TRUE,Raiders,Saturday,48,50,993002257,0,0,25,19,2020-12-26T00:00:00,2020-12-26T20:15:00,17489,25,19,17489
202011625,2020-12-26T20:15:00,1,2020,16,MIA,LV,AWAY,34,33,51,Allegiant Stadium,Grass,56,37,2,64.6,-2,3,3,7,13,0,43,2,33:01:00,24,10,13,3,82,500,10.4,3,33,170,8.9,0,46,34,330,3,0,12.3,12.7,97,147.8,20,9,43.5,3,3,130.6,7,2,0,0,12,9,99,0,0,5,30,7,10,0,9,304,60.9,0,2,2,7,6,3,9,0,34,77,26:59:00,30,9,20,5,80,546,11.8,3,31,136,7.3,2,44,27,410,2,0,12,19.6,80.7,133,13,0,0,3,2,65.3,7,2,0,0,80,7,52,2,2,5,29,10,10,0,7,219,54.9,2,0,-1,32.6,0,-3,-3,0,32.6,14.1,7.9,32.6,0,3,3,0,41.8,20.6,10.6,12,10,10,0,0,3,3,0,0,0,0,0,7,7,0,2,12,0,0,0,0,12,12,12,0,0,3,2,0,0,0,0,0,7,7,0,9,80,2,5,0,0,56,22,5,29,5,2,2,0,0,0,0,0,12,0,0,0,0,0,0,0,56,25,5,30,3,0,0,0,0,0,0,0,42,0,5,0,0,0,0,0,TRUE,Dolphins,Saturday,50,48,993002256,0,0,19,25,2020-12-26T00:00:00,2020-12-26T20:15:00,17489,19,25,17489
202011622,2020-12-25T16:30:00,1,2020,16,MIN,NO,AWAY,43,68,85,Mercedes-Benz Superdome,Artificial,57,43,10,66,11.1,7,7,13,6,0,30,17,23:13,33,10,22,3,78,475,10.4,9,22,118,9,3,54,35,358,5,0,11.4,13.2,86.1,142.6,12,5,43.5,3,2,65.3,9,9,0,0,12,5,26,0,0,3,22,2,0,0,7,243,60.7,0,3,3,14,10,7,21,0,47,61,36:47:00,47,27,18,2,95,761,10.4,12,59,345,10.1,12,37,27,417,0,3,14.9,19.9,98,107.5,12,9,72.6,2,2,130.6,12,10,0,0,22,7,50,0,0,0,0,12,7,0,0,0,0,3,0,-3,130.6,0,-10,-5,-3,0,6.1,4.7,111.9,0,10,7,3,30.7,27.3,0,10,7,3,0,0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,3,12,12,12,12,0,0,12,12,0,0,0,0,0,2,2,0,3,22,5,97,0,0,61,37,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,18,3,22,9,3,0,0,0,0,0,0,21,0,43,0,0,0,0,0,TRUE,Vikings,Friday,56,37,993002250,0,0,20,22,2020-12-25T00:00:00,2020-12-25T16:30:00,17487,20,22,17487
202011621,2020-12-28T20:15:00,1,2020,16,NE,BUF,HOME,12,50,47,Gillette Stadium,Artificial,47,31,12,61.4,11.9,3,6,0,0,0,26,25,20:19,14,10,5,3,63,263,7.2,2,31,189,10.2,2,27,12,73,0,0,4.6,10.6,56,65.7,16,7,43.5,0,0,0,2,2,0,0,9,7,33,0,0,5,29,0,3,0,12,473,67.5,0,0,0,3,21,7,7,0,51,54,39:41:00,40,14,25,2,93,619,11.4,9,40,170,7.2,2,52,39,449,7,0,11.2,15,98,174.7,16,9,54.5,5,5,130.6,9,7,0,0,33,5,35,0,0,0,0,9,10,0,3,148,73.8,0,0,0,130.6,0,-7,-5,-4,11.1,0,12.5,104.5,0,9,7,5,32.6,27.2,0,5,3,3,0,0,2,0,0,0,0,0,0,2,2,0,2,9,7,97,0,0,12,9,5,0,0,9,9,0,0,0,0,0,2,2,0,7,33,2,64,0,0,72,21,0,0,0,2,0,0,0,0,0,0,9,0,35,0,0,0,0,0,52,10,5,29,2,0,0,0,0,0,0,0,16,0,64,0,0,0,0,0,TRUE,Patriots,Monday,31,52,993002281,0,0,21,4,2020-12-28T00:00:00,2020-12-28T20:15:00,17502,21,4,17502
202011622,2020-12-25T16:30:00,1,2020,16,NO,MIN,HOME,68,43,85,Mercedes-Benz Superdome,Artificial,57,43,10,66,-8.5,14,10,7,21,0,47,61,36:47:00,47,27,18,2,95,761,10.4,12,59,345,10.1,12,37,27,417,0,3,14.9,19.9,98,107.5,12,9,72.6,2,2,130.6,12,10,0,0,22,7,50,0,0,0,0,12,7,0,0,0,0,3,0,-3,7,7,13,6,0,30,17,23:13,33,10,22,3,78,475,10.4,9,22,118,9,3,54,35,358,5,0,11.4,13.2,86.1,142.6,12,5,43.5,3,2,65.3,9,9,0,0,12,5,26,0,0,3,22,2,0,0,7,243,60.7,0,3,3,111.9,0,10,7,3,30.7,27.3,0,130.6,0,-10,-5,-3,0,6.1,8,12,12,12,0,0,12,12,0,0,0,0,0,2,2,0,3,22,5,97,0,0,10,7,3,0,0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,3,12,48,18,3,22,9,3,0,0,0,0,0,0,21,0,43,0,0,0,0,0,61,37,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,Saints,Friday,37,56,993002251,0,0,22,20,2020-12-25T00:00:00,2020-12-25T16:30:00,17487,22,20,17487
202011603,2020-12-27T13:00:00,1,2020,16,NYG,BAL,AWAY,17,35,40,M&T Bank Stadium,Grass,48,35,12,56.8,13.1,0,3,3,7,0,31,67,24:51:00,31,7,21,7,77,351,7.8,2,16,71,7.7,0,54,31,281,2,0,8.9,11.8,76.4,105.6,13,2,13.1,5,2,43.5,5,2,0,0,10,9,46,0,0,10,48,7,0,0,5,184,61.4,0,2,2,14,6,0,7,0,46,12,35:09:00,33,20,13,0,86,564,11.1,5,52,325,10.6,2,34,22,239,3,0,11.9,14.1,85.4,145.7,14,10,94.9,0,0,0,10,5,0,0,47,13,85,2,2,0,0,14,12,0,3,89,44.4,2,0,-1,43.5,0,-9,-9,-8,0,20.1,12.8,65.3,0,12,12,10,76.1,30.6,0,7,5,3,0,0,2,2,0,0,0,0,0,3,3,0,2,10,7,104,0,0,9,5,2,0,0,5,5,0,0,0,0,0,3,3,0,3,47,3,51,0,0,56,39,0,0,0,0,2,0,0,0,0,0,10,0,30,0,0,0,0,0,48,21,10,48,12,0,0,0,0,0,0,0,25,0,30,0,0,0,0,0,TRUE,Giants,Sunday,61,34,993002268,0,0,23,3,2020-12-27T00:00:00,2020-12-27T13:00:00,17497,23,3,17497
202011624,2020-12-27T13:00:00,1,2020,16,NYJ,CLE,HOME,30,21,39,MetLife Stadium,Artificial,44,26,7,58.1,11.1,7,6,7,3,0,40,63,31:48:00,24,10,14,2,90,435,8.2,5,44,171,6.7,0,43,22,264,5,0,10.4,15.5,67.3,131.7,24,12,50.8,0,0,0,3,2,0,0,30,12,76,0,0,3,21,10,10,0,12,340,48.5,0,3,3,3,0,7,6,0,37,16,28:12:00,30,10,16,5,98,390,6.8,3,24,59,4.3,3,69,37,332,0,0,8.2,11.9,69,86.3,20,10,52.2,2,0,0,5,3,0,0,17,10,67,3,3,7,40,9,7,0,10,328,54.6,3,0,-3,65.3,0,5,7,3,58,18.3,5.7,87.1,0,-4,-5,-3,15.4,18.7,11.9,9,5,2,0,0,5,3,2,0,0,0,0,3,2,2,5,27,3,52,0,0,7,5,3,0,0,3,2,0,0,0,0,0,3,2,0,3,17,5,103,0,0,51,40,7,43,14,5,3,3,0,0,0,0,16,0,27,0,0,0,0,0,51,43,3,21,9,0,0,0,0,0,2,0,13,0,40,0,0,0,0,0,TRUE,Jets,Sunday,46,74,993002261,0,0,24,8,2020-12-27T00:00:00,2020-12-27T13:00:00,17490,24,8,17490
202011609,2020-12-27T16:25:00,1,2020,16,PHI,DAL,AWAY,22,48,54,AT&T Stadium,Artificial,78,69,9,66,-4.6,14,3,0,0,0,38,29,29:22:00,31,12,16,5,93,623,11.4,3,38,197,8.9,2,51,27,426,2,3,11,20.2,70.3,90.1,22,12,53.8,3,2,65.3,5,2,0,0,52,16,150,2,2,5,21,12,10,0,9,239,47.8,5,2,-3,3,17,10,7,0,39,50,30:38:00,29,12,17,3,86,670,10.2,7,44,197,7.5,2,39,29,473,5,2,15.8,21.5,95.7,173.6,17,10,60.3,0,0,0,9,3,0,0,21,9,95,0,0,3,20,10,9,0,7,232,58.1,2,5,3,43.5,0,2,2,-1,23,28.6,7.1,52.2,0,-1,-1,2,22.5,18.7,10.6,7,7,7,0,0,3,3,0,0,0,0,0,2,2,0,2,20,5,76,2,33,10,10,9,0,0,7,7,0,0,0,0,0,5,5,0,3,10,0,0,3,13,54,38,3,20,3,0,0,0,0,0,0,0,20,0,31,0,0,0,0,0,55,31,5,21,5,7,2,0,0,0,0,0,10,0,0,0,0,0,0,0,TRUE,Eagles,Sunday,55,42,993002274,0,0,26,9,2020-12-27T00:00:00,2020-12-27T16:25:00,17500,26,9,17500
202011628,2020-12-27T13:00:00,1,2020,16,PIT,IND,HOME,37,31,52,Heinz Field,Grass,48,29,10,56.2,0.9,0,7,7,14,0,35,42,27:32:00,34,7,24,7,84,462,9.4,7,18,29,2.7,2,64,44,434,5,0,11.6,12.8,90.6,141.8,14,7,47.5,2,0,0,5,3,0,0,42,10,64,0,0,2,12,10,12,0,10,376,62.7,0,3,3,7,14,3,0,0,42,37,32:28:00,27,13,13,2,88,477,9.2,5,37,166,7.7,3,44,27,311,2,2,11.9,14.8,80.7,104.8,17,9,50.3,2,0,0,5,3,0,0,82,12,108,2,2,9,42,3,10,0,9,277,55.4,3,0,-3,87.1,0,10,2,7,32.6,26.8,2,87.1,0,-8,-1,-5,56,6.8,16.7,9,3,0,0,0,7,7,0,0,0,0,0,0,0,0,5,27,7,99,2,-4,9,5,2,0,0,5,5,0,0,0,0,0,2,2,0,5,82,9,135,0,0,67,33,9,42,7,2,2,18,0,0,0,0,10,0,29,0,0,0,0,0,56,31,2,12,10,3,0,0,0,0,0,0,34,0,37,0,0,0,0,0,TRUE,Steelers,Sunday,65,51,993002265,0,0,28,14,2020-12-27T00:00:00,2020-12-27T13:00:00,17494,28,14,17494
202011630,2020-12-27T16:25:00,1,2020,16,SEA,LAR,HOME,26,12,29,Lumen Field,Artificial,55,35,5,62,-2,0,6,7,7,0,35,13,27:10:00,20,9,13,0,80,381,8.2,3,31,124,6.8,2,42,26,257,2,0,10.6,12.8,81.6,117.8,22,10,61.5,0,0,0,5,3,0,0,48,9,40,0,0,9,37,12,12,0,9,317,63.5,0,2,2,3,3,0,3,0,42,65,32:50:00,26,7,20,2,98,436,7.7,0,38,154,7,0,56,31,282,0,2,8.5,11.8,72.9,78.2,25,12,61.9,3,0,0,3,0,0,0,14,9,59,0,0,5,24,10,9,0,7,221,55.1,2,0,-1,87.1,0,2,3,-3,31.5,25.6,13.5,0,0,-1,-3,3,27.2,28.2,11.1,9,7,3,0,0,3,3,0,0,0,0,0,3,3,0,2,16,3,71,2,33,7,5,3,0,0,0,0,0,0,0,0,0,5,5,0,5,14,5,81,0,0,63,35,5,24,12,2,0,0,0,0,0,0,16,0,37,0,0,0,0,0,50,37,9,37,5,0,0,0,0,0,0,0,12,0,34,0,0,0,0,0,TRUE,Seahawks,Sunday,48,60,993002277,0,0,30,32,2020-12-27T00:00:00,2020-12-27T16:25:00,17499,30,32,17499
202011601,2020-12-26T16:30:00,1,2020,16,SF,ARI,AWAY,26,16,32,State Farm Stadium,Grass,81,69,3,64,10.2,7,0,7,6,0,35,57,27:44:00,29,14,14,0,72,520,12.3,5,39,296,13,0,29,17,223,5,0,10.2,17.2,77.2,161,12,3,29,0,0,0,5,3,0,0,7,7,35,2,2,5,14,9,13,0,9,255,50.9,2,3,2,3,3,0,6,0,42,21,32:16:00,26,12,12,3,104,457,7.5,2,35,157,7.5,2,65,40,300,0,2,7.8,12.6,81,84.3,21,7,32.6,10,7,87.1,5,2,0,0,0,7,26,2,2,5,22,10,7,0,7,232,58.1,3,2,-1,87.1,0,-1,10,0,48.3,12.3,12,43.5,0,2,-8,0,17.4,31.3,9.7,7,7,5,0,0,5,3,0,0,0,0,0,3,0,0,2,7,7,85,2,0,7,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,2,27,0,0,68,27,5,22,10,3,2,0,0,0,0,0,7,0,25,0,0,0,0,0,46,34,5,14,5,2,2,0,0,0,0,0,0,0,27,0,0,0,0,0,TRUE,49ers,Saturday,33,69,993002254,0,0,31,1,2020-12-26T00:00:00,2020-12-26T16:30:00,17491,31,1,17491
202011611,2020-12-26T13:00:00,1,2020,16,TB,DET,AWAY,61,12,54,Ford Field,Artificial,35,26,10,71.8,-16.3,13,21,13,0,0,46,69,35:53:00,39,9,29,5,91,768,11,12,34,145,7.3,2,55,40,623,10,0,14.9,20.1,96.4,196.6,13,7,52.2,3,2,65.3,5,5,0,0,29,10,85,0,0,3,18,14,10,0,5,172,57.5,0,3,3,0,0,7,0,0,31,12,24:07:00,16,7,9,5,65,243,6.3,2,20,95,8.4,0,40,27,148,0,2,6.1,9.2,88.4,78.7,13,2,13.1,2,0,0,0,0,0,0,102,14,153,2,2,7,51,5,10,0,10,499,62.4,3,0,-3,130.6,0,10,0,3,52.2,41,4.5,0,0,-10,0,-3,30.2,11.6,14.9,10,12,10,0,0,12,9,0,0,0,0,0,2,0,0,9,26,3,56,2,3,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,3,102,3,60,0,0,48,16,7,51,9,2,2,0,0,0,0,0,10,0,39,0,0,0,0,0,64,29,3,18,2,2,0,0,0,0,0,2,97,0,35,0,0,0,0,0,TRUE,Buccaneers,Saturday,57,46,993002252,0,0,33,11,2020-12-26T00:00:00,2020-12-26T13:00:00,17488,33,11,17488
202011612,2020-12-27T20:20:00,1,2020,16,TEN,GB,AWAY,18,52,54,Lambeau Field,Grass,33,131,20,68.6,6,0,7,7,0,0,30,30,23:23,20,10,12,0,72,340,8,3,35,204,9.9,2,34,14,136,2,3,6.8,12.4,55.2,45.4,14,9,59.4,2,0,0,3,2,0,0,5,5,20,0,0,3,22,3,9,0,7,227,56.8,3,2,-1,6,13,14,7,0,47,48,36:37:00,35,16,18,2,82,585,12.1,10,48,306,10.7,3,33,27,279,7,2,11.2,13.3,109.7,163.6,10,7,65.3,3,2,65.3,9,7,0,0,25,0,0,0,0,2,22,9,5,0,0,0,0,2,3,2,65.3,0,-4,3,-1,17.6,10.1,7.1,104.5,0,5,-3,2,14.5,23.4,6.5,5,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,189,2,5,12,7,2,0,0,9,7,0,2,0,0,0,0,0,0,0,0,3,46,3,25,56,35,2,22,2,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,47,31,3,22,13,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,TRUE,Titans,Sunday,37,34,993002278,0,0,34,12,2020-12-27T00:00:00,2020-12-27T20:20:00,17501,34,12,17501
202011635,2020-12-27T16:05:00,1,2020,16,WAS,CAR,HOME,17,26,33,FedEx Field,Grass,44,26,10,54.9,1.7,0,3,3,7,0,31,31,24:24:00,26,10,13,3,90,504,9.6,2,25,141,9.7,0,61,34,363,2,3,10.1,14,72.2,81.2,20,12,61,5,2,43.5,3,0,0,0,16,9,34,3,3,5,17,10,12,0,5,201,67,7,3,-3,6,14,0,0,0,46,47,35:36:00,25,12,14,2,88,366,7.2,5,46,148,5.5,2,37,25,218,2,2,10.2,11.5,88.7,105.1,20,10,52.2,5,3,87.1,5,3,0,0,25,5,46,2,2,7,39,10,9,0,9,307,61.4,3,7,3,0,0,-3,7,2,33.6,24.6,6,87.1,0,3,-5,-1,34.3,20.9,16.3,7,5,3,0,0,2,2,0,0,0,0,0,3,3,0,2,0,2,29,2,16,7,7,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,2,38,3,0,57,35,7,39,12,3,2,0,0,0,0,0,0,0,29,0,0,0,0,0,52,22,5,17,10,2,3,25,2,0,0,0,0,0,38,0,0,0,0,0,TRUE,Football Team,Sunday,65,42,993002273,0,0,35,5,2020-12-27T00:00:00,2020-12-27T16:05:00,17495,35,5,17495
